ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
1,1,48004,3248,375,-1961,0,1,부엉이 조각상
2,2,0,-1322.2594,574.03577,-2179.2175,-162,0,에메트 숲
3,3,0,-2314.3108,643.61914,1099.5874,158,0,CASTLE25_2
4,4,0,1940.1193,373.18915,-2119.983,0,0,보급병
5,5,0,840.30676,524.62177,-564.85004,0,0,서쪽 숲 정찰병
6,6,0,721.4432,373.18915,-2327.2698,0,0,감시병
7,7,0,2192.7322,373.18915,-1692.0078,45,0,작은 나무 궤짝
8,7,0,2474.2053,373.20093,-1691.2291,0,0,작은 나무 궤짝
9,7,0,2464.909,373.18915,-2173.4766,90,0,작은 나무 궤짝
10,8,0,2621.1292,373.18915,-1835.959,90,0,박스
11,8,0,2281.9092,373.18915,-2228.958,90,0,박스
12,8,0,2396.6729,373.19775,-1877.2744,90,0,박스
13,9,0,1861.8882,426.26898,140.90079,0,0,낡은 봇짐
14,9,0,1760.4053,426.26898,-450.66278,0,0,낡은 봇짐
15,9,0,1502.8214,525.1044,-79.64479,0,0,낡은 봇짐
16,10,0,2188.106,426.26898,-27.578386,0,0,행상인이 잃어버린 물건1
17,10,0,2003.9958,426.26898,-246.87897,0,0,행상인이 잃어버린 물건1
18,10,0,1521.6276,571.3088,273.3682,0,0,행상인이 잃어버린 물건1
19,10,0,1547.167,522.95966,-449.5603,0,0,행상인이 잃어버린 물건1
20,10,0,1268.8016,571.3941,-94.24101,0,0,행상인이 잃어버린 물건1
21,11,0,642.0384,524.81464,-940.8603,0,0,그림자없는 NPC
22,11,0,625.82166,526.2898,-449.65338,0,0,그림자없는 NPC
23,11,0,428.7956,524.9609,-414.10785,0,0,그림자없는 NPC
24,11,0,403.49872,524.9609,-54.556713,0,0,그림자없는 NPC
25,11,0,493.83936,550.5145,-663.9598,0,0,그림자없는 NPC
26,11,0,385.57312,552.62524,-1035.8824,0,0,그림자없는 NPC
27,11,0,129.15219,552.62524,-207.78047,0,0,그림자없는 NPC
28,12,0,19,552.62524,-565,0,0,그림자없는 NPC
29,13,0,160,552.62524,-690,0,0,그림자없는 NPC
30,14,0,5,552.62524,-747,0,0,그림자없는 NPC
31,15,0,62,552.62524,-653,0,0,그림자없는 NPC
32,16,0,62,552.62524,-653,0,0,UnvisibleName
33,17,0,19,552.62524,-565,0,0,UnvisibleName
34,17,0,160,552.62524,-690,0,0,UnvisibleName
35,17,0,5,552.62524,-747,0,0,UnvisibleName
36,18,0,18.348349,417.7872,-2562.6157,0,0,그림자없는 NPC
37,18,0,-64.339645,450.86487,-2249.0164,0,0,그림자없는 NPC
38,18,0,80.57942,491.02728,-1866.2338,0,0,그림자없는 NPC
39,18,0,186.64633,413.93988,-2165.9602,0,0,그림자없는 NPC
40,18,0,427.8847,372.96463,-2014.9064,0,0,그림자없는 NPC
41,18,0,342.6169,373.0548,-2425.1426,0,0,그림자없는 NPC
42,19,0,-1039,500.2809,-183,-90,0,제단
43,20,0,-1039,500.2809,-183,0,0,UnvisibleName
44,21,0,181.97269,568.3246,-890.30536,0,0,붉은 마이즈
47,21,0,243.89539,552.62524,-350.65192,0,0,붉은 마이즈
48,21,0,537.9054,524.73157,-754.5492,0,0,붉은 마이즈
49,21,0,459.58517,552.62524,-1082.4855,0,0,붉은 마이즈
50,21,0,688.1297,496.38016,-1196.4899,0,0,붉은 마이즈
51,21,0,875.7961,524.54614,-810.8687,0,0,붉은 마이즈
52,21,0,567.9901,524.9609,385.65833,0,0,붉은 마이즈
53,21,0,546.9677,524.9608,932.63556,0,0,붉은 마이즈
55,21,0,1054.5808,426.50522,1303.7524,0,0,붉은 마이즈
56,21,0,1566.967,427.50278,1292.8506,0,0,붉은 마이즈
57,21,0,2036.3593,425.85898,1332.2385,0,0,붉은 마이즈
58,21,0,2223.7249,425.93616,914.4961,0,0,붉은 마이즈
59,21,0,2101.6538,425.7296,864.66144,0,0,붉은 마이즈
