ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
1,1,744,-73,-320,-90,40001,10,소성당 지하 1층
2,2,-1766.533,0.4177,422.57224,180,40001,10,테넷 화원
3,3,-1481,31,179,-90,40001,10,소성당 지상 2층
4,4,961,-79,-114,-90,40001,10,팔라딘 마스터 추종자(A)
5,5,-1674,1,374,20.14,40001,10,팔라딘 마스터 추종자(B)
6,6,-523,10,446,-45,40001,10,중앙 결계
7,7,-523,13.19,1948,-45,40001,10,중앙 결계
8,8,-526.1256,10.9683,-1091.6573,-45,40001,10,중앙 결계
9,9,-523,1,446,-45,40001,10,중앙 결계
37,12,-1778,0,426,1,0,0,UnvisibleName
101,18,1322.36,0.16,435.09,180,0,0,여신 바카리네의 상
127,24,850.59283,-78.7754,-174.46948,0,0,0,나무뿌리 수정
128,24,288.54807,-78.7754,-194.00253,0,0,0,나무뿌리 수정
129,24,320.74188,-78.7754,-39.397774,0,0,0,나무뿌리 수정
130,24,286.17725,0.2142,465.45325,0,0,0,나무뿌리 수정
131,24,1317.6093,0.1632,445.18845,0,0,0,나무뿌리 수정
132,24,967.5309,0.1632,421.23456,0,0,0,나무뿌리 수정
133,24,-671.6261,0.4931,570.8069,0,0,0,나무뿌리 수정
134,24,-366.60974,0.4931,278.43387,0,0,0,나무뿌리 수정
135,24,-624.2141,2.5678,1834.8982,0,0,0,나무뿌리 수정
136,24,-525.3821,0.0813,1623.0668,0,0,0,나무뿌리 수정
137,24,-561.37585,0.0813,1287.8185,0,0,0,나무뿌리 수정
138,24,-1187.4695,0.4177,457.67618,0,0,0,나무뿌리 수정
139,24,-1407.875,0.4177,545.0262,0,0,0,나무뿌리 수정
140,24,-546.6549,0.0187,-71.953415,0,0,0,나무뿌리 수정
141,24,-533.6863,0.0187,-397.31805,0,0,0,나무뿌리 수정
142,24,-540.71844,0.4175,-851.37024,0,0,0,나무뿌리 수정
143,24,-528.14343,0.4175,-1256.985,0,0,0,나무뿌리 수정
144,25,217.25229,0.2142,460.63327,0,0,0,음산한 채퍼리션
145,10,161.6102,-78.7754,-254.4061,0,0,0,코릴러스
146,10,267.83005,-78.7754,-74.28504,0,0,0,코릴러스
147,10,371.3962,-78.7754,45.26278,0,0,0,코릴러스
152,10,410.6073,-78.7754,-245.38405,0,0,0,코릴러스
154,10,118.23106,0.2142,374.43683,0,0,0,코릴러스
156,10,296.06128,0.2142,482.72202,0,0,0,코릴러스
157,10,607.59296,-7.8937,429.7723,0,0,0,코릴러스
161,10,-412.73828,0.4931,566.371,0,0,0,코릴러스
162,20,-427.22223,0.4931,514.1994,0,0,0,코릴러스
163,13,-581.4121,0.0813,1194.2582,0,0,0,폰델
164,19,-585.83813,0.0187,-286.03513,0,0,0,폰델
172,19,-516.018,0.4175,-975.9483,0,0,0,폰델
175,19,-607.35065,0.4931,582.35315,0,0,0,폰델
179,19,-571.0361,0.0813,1168.1211,0,0,0,폰델
180,19,-381.29755,0.4931,478.40375,0,0,0,폰델
182,19,-522.8922,13.1931,1955.2909,0,0,0,폰델
188,22,-509.1892,13.1931,1938.8633,0,0,0,폰드
189,22,-513.9192,0.0813,1657.3975,0,0,0,폰드
191,22,-618.69824,0.0813,1250.9843,0,0,0,폰드
195,22,-475.32825,0.4931,314.49954,0,0,0,폰드
196,22,-420.56985,0.4931,614.1078,0,0,0,폰드
197,22,-718.9117,0.4931,242.45593,0,0,0,폰드
198,22,-532.24506,0.0187,-368.27557,0,0,0,폰드
201,22,-573.59247,0.4175,-1163.7906,0,0,0,폰드
202,22,-451.1591,0.4175,-989.3579,0,0,0,폰드
203,21,-375.04474,0.4931,636.9003,0,0,0,폰드
206,19,223.42441,0.2142,366.09064,0,0,0,폰델
207,19,462.98157,0.2142,496.0558,0,0,0,폰델
212,22,276.31757,0.2142,444.0364,0,0,0,폰드
