ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
4,3,11120,976,296,187,-90,1,부베 약탈자
1001,101,40001,663,300,-4459,-90,10,WarpSpot
1003,103,40001,-864,297,3894,90,10,WarpSpot
1008,107,20019,761,295,-3576,-90,10,서쪽 숲 정찰병
1010,505,20019,813,295,573,-76,10,서쪽 숲 정찰병
1011,506,20019,-1237,418,-1204,-90,10,서쪽 숲 정찰병
1012,507,40001,895,295,-3102,-90,10,WarpSpot
1013,514,40001,898,299,-1688,-90,10,WarpSpot
1014,508,40001,5,299,-915,-90,10,WarpSpot
1015,509,40001,1139,296,-834,-90,10,WarpSpot
1016,510,40001,-1066,419,-2319,-90,10,WarpSpot
1024,600,40001,-1223,296,3370,-90,10,WarpSpot
1030,515,40001,672,295,-3810,0,10,WarpSpot
6,5,11120,-1270,296,1330,-90,1,부베 약탈자
8,8,40001,-1280,296,1240,-90,10,WarpSpot
9,9,40001,-1250,296,1290,-90,10,WarpSpot
10,9,40001,-1271,296,1292,-90,10,WarpSpot
11,9,40001,-1237,296,1307,-90,10,WarpSpot
12,9,40001,-1287,296,1306,-90,10,WarpSpot
13,9,40001,-1236,296,1329,-90,10,WarpSpot
1134,10,400142,-420,296,3440,-90,0,지뷰 크루마보
1009,108,20019,1026,295,-3727,-90,10,서쪽 숲 정찰병
1407,10002,0,616,296,-1575,270,1,
1408,10003,0,-93,248,892,270,1,
1412,10006,0,-124,247,1592,0,0,
1447,10006,0,190,418,-3513,0,0,
1448,10006,0,372,295,-3562,0,0,
1449,10006,0,329,295,-933,0,0,
1450,10007,0,927.6994,297.1567,-2268.3066,0,0,
1451,10008,0,-1008.579,296.2587,34.71529,0,0,
1452,10009,0,-1258.1116,296.6386,1744.982,0,0,
1457,10011,0,-195,248,1798,0,0,
1463,10010,0,-766.02924,295.69003,3256.867,0,0,
1467,10012,0,-227.57834,295.27542,958.3283,0,0,
1468,10013,0,-281.53958,296.2587,-737.38257,0,0,
1471,10016,0,-917.45135,295.70242,3306.635,0,0,
1472,10017,0,-742.2518,295.6968,3321.5752,0,0,
1473,10018,0,-1621,295,3900,81,0,
1474,10019,0,-1572.6754,295.71848,3929.4878,129,0,
1475,10020,0,-1542.7158,295.71848,3990.1584,157,0,
1476,10021,0,994.42804,295.70795,-3990.5107,0,0,
1478,10022,0,-2046.5919,294.7138,1274.36,0,0,
1479,10023,0,-321.4175,247.956,1961.2743,0,0,
1480,10024,0,677.3121,295.20724,-4389.7144,0,0,
1481,10024,0,-856.7756,297.27026,3829.6177,0,0,
1482,10011,0,-408.50067,247.95598,1903.7605,0,0,
1483,10011,0,-357.05298,247.53801,2160.783,0,0,
1484,10011,0,-447.0964,247.81952,2034.5729,0,0,
1485,10011,0,-212.75533,247.95598,1626.2478,0,0,
1486,10011,0,-77.39426,247.93271,1555.8328,0,0,
1487,10011,0,-165.34433,248.10982,1424.4225,0,0,
1488,10011,0,-177.28043,248.14687,1222.3451,0,0,
1489,10011,0,-2.4099197,248.14685,890.81885,0,0,
1490,10011,0,-168.38225,248.14685,660.0151,0,0,
1491,10011,0,-377.47775,295.27542,1053.2151,0,0,
1492,10012,0,-438.8225,295.27542,920.1881,0,0,
1493,10012,0,-333.58322,295.27542,1109.5657,0,0,
1494,10012,0,-399.75397,248.14687,614.409,0,0,
1495,10012,0,-178.58769,248.14687,670.884,0,0,
1496,10012,0,-371.37378,248.14687,747.3366,0,0,
1497,10012,0,-63.39987,248.14687,1058.0623,0,0,
1498,10012,0,-32.866924,248.14694,1271.0573,0,0,
1499,10012,0,-184.69601,248.40465,1310.3783,0,0,
1500,10012,0,33.831566,248.14687,776.466,0,0,
1501,10012,0,-179.23944,247.95595,1660.6945,0,0,
1502,10012,0,-502.4433,295.41562,1086.6884,0,0,
1503,10017,0,-933.58466,295.68964,3145.1191,0,0,
1504,10017,0,-1172.1798,295.70792,3226.943,0,0,
1505,10017,0,-924.4441,295.70236,3302.0566,0,0,
1506,10017,0,-921.4084,295.71844,3545.3196,0,0,
1507,10017,0,-484.0555,295.69476,3375.5715,0,0,
1508,10017,0,-479.45477,295.7068,3502.4744,0,0,
1509,10017,0,-1328.2063,295.71844,3419.2942,0,0,
1510,10017,0,-849.8979,296.35205,3723.3157,0,0,
1511,10017,0,-299.75748,295.6923,3409.9426,0,0,
1512,10025,0,-2082.19,344.77,1663.05,0,0,보물 상자 LV1
