ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
101,8,40001,-2503.1184,327.4222,-5846.4175,-90,10,WarpSpot
600,600,11120,-2596,332,-4677,-27,10,부베 약탈자
601,600,11120,-2412,334,-2689,-27,10,부베 약탈자
602,600,11120,-2468,363,-1043,-27,10,부베 약탈자
706,706,20026,-2767.377,323.9579,-4617.7515,0,10,마법 항아리
707,707,20026,-2646.0417,323.9579,-4287.453,0,10,마법 항아리
722,720,400523,-2498,334,-2577,0,0,필카스 라플리
723,721,400524,-2669.965,332.0863,-2596.03,0,0,지뷰 라플리
725,723,400504,-2405.978,332.0863,-2705.7886,0,0,루다스 라플레시아
96,9,400504,-2495,326,-3600,0,10,루다스 라플레시아
97,9,400504,-2284,327,-3354,0,10,루다스 라플레시아
98,9,400504,-2310,326,-3653,0,10,루다스 라플레시아
99,9,400504,-2470,326,-3975,0,10,루다스 라플레시아
102,9,400504,-2611,326,-3854,0,10,루다스 라플레시아
103,9,400504,-2694,326,-3530,0,10,루다스 라플레시아
104,9,400504,-2620,326,-3374,0,10,루다스 라플레시아
105,9,400504,-2653,326,-3745,0,10,루다스 라플레시아
106,10,400504,-2503,334,-2600,0,10,루다스 라플레시아
107,11,400504,-2491,363,-1092,-86,10,루다스 라플레시아
108,12,400504,-2600.238,329.4753,-5617.058,-34,10,루다스 라플레시아
727,720,400821,-2504.7087,322.43082,-5413.427,0,10,메다키아
734,3002,400821,-2476,334,-2588,0,0,메다키아
735,708,0,-2319.4575,323.9579,-4666.115,0,0,마법 항아리
736,3003,0,-2290.0242,323.9579,-4325.2534,0,0,마법 항아리
737,3004,0,-2627.5647,323.9579,-4842.2876,0,0,마법 항아리
738,3005,0,-2446.748,323.9579,-4408.2896,0,0,마법 항아리
741,3008,0,-2509.7751,329.4753,-5506.3433,-65,0,여신 바카리네의 상
742,3009,0,-2587.7222,334.1394,-2580.3196,0,0,격렬한 켈베로스
743,600,0,-3548.7715,319.0978,-2598.056,0,0,나무뿌리 수정
744,600,0,-2483.231,326.011,-3645.55,0,0,나무뿌리 수정
745,600,0,-2744.1929,326.011,-4492.2397,0,0,나무뿌리 수정
746,600,0,-2655.8499,329.4753,-5529.755,0,0,나무뿌리 수정
747,600,0,-1584.2416,334.1394,-2551.1887,0,0,나무뿌리 수정
748,600,0,-2609.7756,363.5677,-1073.0471,0,0,나무뿌리 수정
749,600,0,-2755.5,334.1394,-2496.7476,0,0,나무뿌리 수정
750,3012,0,-3440.149,296.0048,-2584.216,-2,0,왕릉 책상
751,3014,0,-1517,334,-2627,178,0,보물 상자
752,3015,0,-2509,326,-4762,-89,0,왕릉 수호자
753,3016,0,-2509,326,-3858,-87,0,오염된 왕릉 수호자
754,3017,0,-2511,334,-2872,-91,0,오염된 왕릉 수호자
755,3018,0,-2497.8655,323.9579,-4520.8525,0,0,메다키아
756,3019,0,-2656.4287,453.2031,490.97577,0,0,포탈
757,3020,0,-2820.225,389.8039,694.914,0,0,
758,3021,0,-2792.9683,389.8039,295.09296,0,0,
759,3022,0,-2515.745,389.8039,522.5276,0,0,
760,3023,0,-2500.1733,327.4222,-5785.073,0,0,필드젠x
761,3018,0,-2643.1138,323.9579,-4760.868,0,0,메다키아
762,3018,0,-2700.9414,323.9579,-4529.9883,0,0,메다키아
763,3018,0,-2447.1936,323.9579,-4361.7485,0,0,메다키아
764,3018,0,-2281.8254,323.9579,-4544.513,0,0,메다키아
765,3018,0,-2362.993,323.9579,-4726.092,0,0,메다키아
766,3024,0,-3018.78,448.93,493.32,-90,0,자카리엘 왕의 석관
767,720,0,-2593.7822,327.4222,-5535.954,0,0,메다키아
