ClassID,GenType,PosX,PosY,PosZ,Direction,AnchorRange,NPCID,Name
1,3022,-1035,286,165,0,10,0,마력원이 담긴 항아리
2,29,2163,322,89,-90,10,0,수호자의 석상
3,30,829,280,354,0,10,0,마력원이 담긴 항아리
4,3015,903,280,184,0,10,0,마력원이 담긴 항아리
5,3016,1048,280,351,0,10,0,마력원이 담긴 항아리
10,18,3551,418,119,-90,10,40001,WarpSpot
11,19,3568,465,208,101.31,10,40001,WarpSpot
12,3000,2507,310,-47,0,10,0,오염된 응어리
13,3000,2606,319,30,0,10,0,오염된 응어리
14,22,-2943,266,143,-173.05,10,40001,WarpSpot
15,3017,1118,280,176,0,10,0,마력원이 담긴 항아리
21,3018,348,286,153,0,10,0,마력원이 담긴 항아리
22,3019,67,286,248,0,10,0,마력원이 담긴 항아리
23,3020,-153.02,288.53,143.56,0,10,0,마력원이 담긴 항아리
24,3021,-634,289,264,0,10,0,마력원이 담긴 항아리
25,604,-1266.7598,292.125,331.3888,0,10,0,오염된 비카라스 메이지
26,3011,-1223.195,292.125,106.35139,-101,10,0,오염된 비카라스 메이지
27,3012,-1477.6886,292.125,7.274765,104,10,0,오염된 비카라스 메이지
28,3013,-1721.1466,292.125,308.2657,-71,10,0,오염된 비카라스 메이지
29,3014,-1678,291,23,0,10,0,오염된 비카라스 메이지
30,31,-2667,296,133,0,10,0,
35,3000,2445,321,-144,0,10,0,오염된 응어리
36,3000,2168,321,-149,0,10,0,오염된 응어리
37,3000,2289,306,37,0,10,0,오염된 응어리
38,3000,2108.7805,323.2746,49.854786,0,10,0,오염된 응어리
39,3000,1958.5925,309.2571,-177.02214,0,10,0,오염된 응어리
40,3000,1854,308,222,0,10,0,오염된 응어리
41,3001,-342,247,208,-90,10,0,오염된 석등
42,3002,-1214,313,1150,-90,10,0,오염된 석등
43,3003,-1504.2607,288.283,-1104.6903,-90,10,0,오염된 왕릉 마력 제어기
44,3003,-1370.45,288.283,-1102.1056,-90,10,0,오염된 왕릉 마력 제어기
99,25,-1410.19,292.13,222.08,-90,10,400781,다크슬라임
133,27,1731.4242,297.40875,13.216862,43,10,400821,메다키아
601,600,-1313.72,292.13,226.54,-27,10,11120,부베 약탈자
628,3004,-389.2,289.13,974.01,0,0,0,수호자의 석상
629,3005,-382.10968,289.5618,-292.10864,0,0,0,수호자의 석상
630,3006,-1540,298,-865,0,0,0,수호자의 석상
631,3007,-2209.56,293.87,100.52,4,0,0,수호자의 석상
632,603,2410.06,322.84,-41.14,0,0,0,쉬타임
633,3008,-372.96,249.18,222.46,0,0,0,에하드 마법사
634,3009,-1826.34,295.19,165.55,0,0,0,비카라스 메이지
636,3010,1709.48,299.25,-3.39,0,0,0,비카라스 메이지
638,3023,1504.36,307.58,219.48,0,0,0,쉬타임
639,3023,1734.43,309.26,278.03,0,0,0,쉬타임
640,3023,1662.16,309.26,-54.4,0,0,0,쉬타임
641,3023,1554.56,309.26,-179.41,0,0,0,쉬타임
642,3023,1963.81,309.86,75.98,0,0,0,쉬타임
643,3023,1901.17,309.26,-225.42,0,0,0,쉬타임
644,3023,1811.9,297.97,29.52,0,0,0,쉬타임
645,3024,1252.1,283.57,305.65,0,0,0,에하드 마법사
646,3024,1584.04,309.26,244.86,0,0,0,에하드 마법사
647,3024,1823.27,309.26,284.84,0,0,0,에하드 마법사
648,3024,1610.29,297.12,51.95,0,0,0,에하드 마법사
649,3024,1954.29,309.26,3.24,0,0,0,에하드 마법사
650,3024,1787.18,300.99,126.86,0,0,0,에하드 마법사
651,3024,1620.31,309.26,-202.21,0,0,0,에하드 마법사
652,3024,1912.4539,309.2571,-227.7814,0,0,0,에하드 마법사
653,3024,1742.18,297.12,15.48,0,0,0,에하드 마법사
654,3025,-2881.3772,296.8857,132.41714,0,0,0,필드젠x
655,3025,3558.0662,440.15863,164.03093,0,0,0,필드젠x
656,3010,1519.0261,309.2571,-236.27713,0,0,0,비카라스 메이지
657,3010,1891.5151,309.2571,-229.82474,0,0,0,비카라스 메이지
658,3010,1460.9353,287.5185,281.28485,0,0,0,비카라스 메이지
659,3010,1807.4204,309.2571,302.09665,0,0,0,비카라스 메이지
660,3010,1555.47,299.246,-15.196594,0,0,0,비카라스 메이지
661,3009,-1313.3239,292.125,180.23712,0,0,0,비카라스 메이지
662,3009,-1516.5739,262.11874,279.9598,0,0,0,비카라스 메이지
663,3009,-1484.6267,292.125,30.557932,0,0,0,비카라스 메이지
664,3009,-480.72433,288.5281,183.22766,0,0,0,비카라스 메이지
665,3009,-322.51392,288.5281,74.59456,0,0,0,비카라스 메이지
666,3009,-336.40793,288.5281,327.54364,0,0,0,비카라스 메이지
667,3009,-177.30446,288.5281,199.6129,0,0,0,비카라스 메이지
668,3009,-350.09555,289.0535,1057.4681,0,0,0,비카라스 메이지
669,3009,-473.5601,266.308,1187.6069,0,0,0,비카라스 메이지
670,3009,-942.2454,311.9427,1146.1304,0,0,0,비카라스 메이지
671,3009,-1118.6967,311.94272,1079.2073,0,0,0,비카라스 메이지
672,3009,-1033.2698,311.9427,1209.2463,0,0,0,비카라스 메이지
673,3009,-2765.0903,296.8857,-13.663048,0,0,0,비카라스 메이지
674,3009,-2692.3901,296.8857,124.33405,0,0,0,비카라스 메이지
675,3009,-2749.8135,296.8857,287.90463,0,0,0,비카라스 메이지
