ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
1,1,40001,483,1738,-2502,-90,10,WarpSpot
2,2,40001,-1090,1767,-1740,178,10,WarpSpot
3,3,40001,42,1739,-1171,-90,10,WarpSpot
4,4,40001,-406,1837,-312,0,10,WarpSpot
5,5,40001,923,1670,-749,0,10,WarpSpot
6,6,40001,-49,1739,-1210,0,10,WarpSpot
7,7,40001,-125.46173,1738.3,-1320.5625,0,10,WarpSpot
9,9,40001,1120,1671,-1471,0,10,WarpSpot
11,11,40001,-1147.8455,2015.3181,291.9394,0,10,WarpSpot
12,12,40001,-1458,2168,1359,0,10,WarpSpot
13,13,40001,-358,1739,-1201,0,10,WarpSpot
14,14,40001,1685,1722,-275,-135,10,WarpSpot
15,15,40001,-1062,1768,-1751,0,10,WarpSpot
16,16,40001,1091,1671,-1478,0,10,WarpSpot
18,19,40120,1013,1670,-1558,0,10,여신 바카리네의 상
19,19,40120,1143,1670,-1121,0,10,여신 바카리네의 상
20,19,40120,1183,1670,-1363,0,10,여신 바카리네의 상
21,19,40120,1181,1670,-1526,0,10,여신 바카리네의 상
22,19,40120,1058,1670,-1037,-90,10,여신 바카리네의 상
23,19,40120,1196,1670,-1232,0,10,여신 바카리네의 상
24,19,40120,826,1670,-1198,0,10,여신 바카리네의 상
25,19,40120,1224,1670,-1296,0,10,여신 바카리네의 상
26,19,40120,1193,1670,-1167,0,10,여신 바카리네의 상
27,19,40120,1019,1670,-1479,0,10,여신 바카리네의 상
28,19,40120,928,1670,-1213,0,10,여신 바카리네의 상
29,19,40120,968,1670,-1298,0,10,여신 바카리네의 상
30,18,40120,-1179,2093,784,0,10,여신 바카리네의 상
31,18,40120,-1146,2093,826,0,10,여신 바카리네의 상
32,18,40120,-1386,2093,814,0,10,여신 바카리네의 상
33,18,40120,-1341,2093,766,0,10,여신 바카리네의 상
34,18,40120,-1340,2093,940,0,10,여신 바카리네의 상
35,18,40120,-1115,2093,925,0,10,여신 바카리네의 상
36,18,40120,-1289,2015,457,0,10,여신 바카리네의 상
37,18,40120,-1092,2015,551,0,10,여신 바카리네의 상
38,18,40120,-991,2015,474,0,10,여신 바카리네의 상
39,18,40120,-987,2015,250,0,10,여신 바카리네의 상
40,18,40120,-1000,2015,210,0,10,여신 바카리네의 상
41,18,40120,-1061,2015,126,0,10,여신 바카리네의 상
42,18,40120,-1128,2015,70,0,10,여신 바카리네의 상
43,20,40120,136,2140,1758,0,10,여신 바카리네의 상
44,21,40120,-126.42923,2140.5002,1732.8842,0,10,여신 바카리네의 상
324,508,20042,-1117.0317,2168.34,1548.9781,0,0,
325,509,20042,-340,1738,-1440,0,1,
326,510,20042,1090,1670,-1431,0,1,
327,510,20042,1232.2316,1670.0668,-606.42957,0,1,
328,510,20042,1697.5237,1722.8602,-70.34364,0,1,
329,510,20042,-530.09235,1761.812,-999.4754,0,1,
330,510,20042,-130.40854,1836.6,-343.41638,0,1,
331,510,20042,56.90261,1836.6,652.44476,0,1,
332,510,20042,-622.9779,1938.6,452.83783,0,1,
333,510,20042,-1109.115,2015.3181,298.21692,0,1,
334,510,20042,-1265.19,2015.3181,350.36288,0,1,
335,510,20042,-1240.6163,2093.5173,866.124,0,1,
336,510,20042,1123.7402,1670.0668,-2283.188,0,1,
337,510,20042,1269.8984,1670.0668,-1807.2974,0,1,
338,510,20042,975.9224,1670.0668,-1913.2412,0,1,
339,510,20042,1132.79,1670.0668,-1892.0283,0,1,
340,510,20042,1037.4923,1670.0668,-1165.4219,0,1,
341,510,20042,953.2856,1670.0668,-927.56445,0,1,
342,510,20042,1880.0869,1722.8602,-234.99174,0,1,
343,510,20042,1614,1722,-371,0,1,
344,510,20042,-623.1043,1805.33,-739.4564,0,1,
345,510,20042,50.076035,1836.6,-173.42557,0,1,
346,510,20042,235.20078,1836.6,341.55963,0,1,
347,510,20042,94.765045,1836.6,426.5108,0,1,
348,510,20042,-1209.1143,2015.3181,131.63136,0,1,
349,510,20042,-1454.7582,2168.34,1342.0884,0,1,
350,510,20042,-1119.9692,2168.34,1642.8978,0,1,
351,510,20042,-1160,2168,1319,0,1,
352,510,20042,-958.4808,2168.34,1500.2406,0,1,
353,510,20042,42.527412,2140.5002,1782.5106,0,1,
354,510,20042,30.31939,2140.5002,1582.5651,0,1,
449,514,0,-308.3382,1738.3,-1457.7032,0,0,
451,514,0,112.65383,1738.3,-1131.5662,0,0,
452,514,0,-951.16486,1767.1277,-1759.0294,0,0,
453,514,0,-619.9429,1738.5566,-1670.7178,0,0,
454,513,0,885.44684,1670.0668,-1011.1439,0,0,
456,516,0,1337.8589,1670.0669,-590.4032,0,10,
458,518,0,-1197.4999,2168.34,1448.9558,6,0,
459,518,0,-205.8421,1836.6,-415.18613,0,0,
469,500,0,2000.7463,1722.8602,-26.288288,0,0,
470,500,0,1636.3046,1722.8602,-97.75717,0,0,
471,500,0,1198.0118,1670.0668,-556.29816,0,0,
472,500,0,1183.7797,1670.0668,-1271.0934,0,0,
473,500,0,821.7767,1670.0668,-962.6804,0,0,
474,500,0,1350.56,1670.0668,-1846.7954,0,0,
475,500,0,261.97568,1738.3,-1448.668,0,0,
