ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
1,1,1807,1094,906,0,11120,10,부베 약탈자
4,4,1428.37,1094.28,354.42,90,400301,0,푸라기
5,5,-735.4481,989.2518,-2267.1948,0,400302,0,멜리나스 푸라기
133,17,433,1427,2880,95,47251,0,왕릉비석01
153,25,439.38,1008.66,-1642.78,27,20015,0,감시병
163,30,-1292,989,-2944,-45,40001,0,WarpSpot
164,31,564,1428,3367,86,40001,0,WarpSpot
166,33,410.15,1123.98,35.08,73,20117,0,마을 아저씨1
202,37,479.13,1178.06,643.95,0,41196,0,긴팔 나무
203,40,1701,1094,1,0,0,0,바위
205,42,317.61,1426.84,2902.3,20,0,0,금석학자 스미드
209,46,485,1121,-2623,270,0,0,은둔자의 통로
210,47,593.3,1035.66,-853.48,0,0,0,트리암불로
215,48,591.21,1178.06,664.45,0,0,0,타마
219,9,1458.39,1094.28,583.66,0,0,0,타마
221,50,438.71,1017.93,-1775.92,-16,0,0,[크로노맨서 마스터]{nl}  루시드 윈터스푼
223,52,504.73,1019.19,-1684.19,0,0,0,필드젠X
224,53,433.36,1011.26,-1704,-6,0,0,여신 바카리네의 상
225,54,1168.46,1056.92,-2683.52,0,0,0,필드젠X
226,54,486.79,1121.28,-2555.39,0,0,0,필드젠X
227,54,-1335.77,989.25,-2892.36,0,0,0,필드젠X
228,52,571.69,1428.59,3347.5,0,0,0,필드젠X
229,55,542.15,1021.37,-1094.89,-27,0,0,장작 더미
230,55,629.13,1021.37,-1095.96,-69,0,0,장작 더미
231,55,535.34,1021.37,-1171.96,-60,0,0,장작 더미
232,55,635.79,1021.37,-1180.2,-45,0,0,장작 더미
233,56,1203,1057,-2149,39,0,0,특이한 석판
234,57,837.24,1035.66,-1128.05,-48,0,0,유적 파편
235,57,848.78,1035.66,-967.55,-99,0,0,유적 파편
236,57,770.93,1035.66,-862.43,33,0,0,유적 파편
237,57,529.19,1035.66,-897.58,78,0,0,유적 파편
238,57,643.16,1035.66,-897.47,84,0,0,유적 파편
239,57,419.63,1035.67,-921.17,64,0,0,유적 파편
240,57,398.48,1035.67,-1080.63,15,0,0,유적 파편
241,57,380.65,1035.67,-1213,-14,0,0,유적 파편
242,57,390.8,1035.67,-1357.62,25,0,0,유적 파편
243,57,480.17,1035.67,-1390.37,17,0,0,유적 파편
244,57,533.99,1035.66,-1316.76,-8,0,0,유적 파편
245,57,671.58,1035.66,-1335.4,0,0,0,유적 파편
246,57,780.34,1035.66,-1290.27,0,0,0,유적 파편
247,57,755.52,1035.66,-1197.37,62,0,0,유적 파편
248,57,755.14,1035.66,-1066.97,114,0,0,유적 파편
249,57,793.44,1035.66,-961.87,51,0,0,유적 파편
250,57,840.93,1035.66,-1204.26,20,0,0,유적 파편
251,57,416.45,1035.67,-988.6,149,0,0,유적 파편
252,57,639.14,1035.66,-958.89,41,0,0,유적 파편
253,57,701.96,1035.66,-812.87,-1,0,0,유적 파편
254,47,789.16,1035.66,-871.64,0,0,0,트리암불로
255,47,795.6783,1035.6564,-1160.8387,0,0,0,트리암불로
256,47,729.34125,1035.6564,-1246.5375,0,0,0,트리암불로
257,47,558.29,1035.66,-1380.89,0,0,0,트리암불로
258,47,370.36,1035.67,-1243.86,0,0,0,트리암불로
259,47,396.92,1035.67,-964.78,0,0,0,트리암불로
260,58,1593.59,1094.28,698.98,0,0,0,파묻힌 유적
261,58,1340.7,1094.28,740.88,0,0,0,파묻힌 유적
262,58,1292.68,1094.28,450.49,0,0,0,파묻힌 유적
263,58,1356.49,1094.28,216.54,0,0,0,파묻힌 유적
264,58,1479.45,1094.28,199.17,0,0,0,파묻힌 유적
265,58,1570.75,1094.28,276.7,0,0,0,파묻힌 유적
266,58,1598.75,1094.28,458.65,0,0,0,파묻힌 유적
267,58,1443.94,1094.28,572.36,0,0,0,파묻힌 유적
268,58,1252.4,1094.28,656.53,0,0,0,파묻힌 유적
269,58,1380.13,1094.28,418.88,0,0,0,파묻힌 유적
270,58,1483.25,1094.28,383.03,0,0,0,파묻힌 유적
271,58,1529.7,1094.28,535.98,0,0,0,파묻힌 유적
272,58,1504.02,1094.28,742,0,0,0,파묻힌 유적
273,58,1664.3,1094.28,814.86,0,0,0,파묻힌 유적
274,58,1734.75,1094.28,721.1,0,0,0,파묻힌 유적
275,58,1459.06,1094.28,695.41,0,0,0,파묻힌 유적
276,58,1343.05,1094.28,345.33,0,0,0,파묻힌 유적
277,58,1518,1094.28,320.58,0,0,0,파묻힌 유적
278,58,1251.77,1094.28,524.98,0,0,0,파묻힌 유적
279,5,1241.22,1056.92,-2312.29,0,0,0,몽당 나무
280,48,1400.48,1094.28,613.35,0,0,0,타마
281,4,1470.9,1094.28,721.23,0,0,0,몽당 나무
282,48,602.36,1426.84,2777.87,0,0,0,타마
283,59,508.83,1426.84,2767.66,0,0,0,트리암불로
284,60,-1574.72,989.25,-2501.38,0,0,0,나무뿌리 수정
285,60,-1359.04,989.25,-2188.67,0,0,0,나무뿌리 수정
286,60,-854.71,989.25,-2172.89,0,0,0,나무뿌리 수정
287,60,-526.15,989.25,-2244.89,0,0,0,나무뿌리 수정
288,60,105.92,1077.4,-2278.57,0,0,0,나무뿌리 수정
289,60,616.99,1094.59,-2221.74,0,0,0,나무뿌리 수정
290,60,1064.27,1056.92,-2241.75,0,0,0,나무뿌리 수정
291,60,1380.69,1056.92,-2374.23,0,0,0,나무뿌리 수정
292,60,568.44,1035.66,-1295.3,0,0,0,나무뿌리 수정
293,60,601.31,1035.66,-891.01,0,0,0,나무뿌리 수정
294,60,815.25,1035.66,-1062.92,0,0,0,나무뿌리 수정
295,60,530.81,1123.16,-336.72,0,0,0,나무뿌리 수정
296,60,600.39,1178.06,478.24,0,0,0,나무뿌리 수정
297,60,376.36,1178.06,740.95,0,0,0,나무뿌리 수정
298,60,1164.3,1094.28,537.5,0,0,0,나무뿌리 수정
299,60,1472.76,1094.28,807.06,0,0,0,나무뿌리 수정
300,60,1562.53,1094.28,291.84,0,0,0,나무뿌리 수정
301,60,401.79,1260.82,1130.97,0,0,0,나무뿌리 수정
302,60,98.87,1360.04,1772.28,0,0,0,나무뿌리 수정
303,60,536.97,1374.58,1593.7,0,0,0,나무뿌리 수정
304,60,118.55,1426.84,2274.11,0,0,0,나무뿌리 수정
305,60,393.65,1426.84,2670.2,0,0,0,나무뿌리 수정
306,60,779.96,1426.84,2771.45,0,0,0,나무뿌리 수정
307,60,693.82,1426.84,2559.45,0,0,0,나무뿌리 수정
308,47,384.55133,1035.6681,-1101.5079,0,0,0,트리암불로
309,47,570.6017,1035.6564,-964.1415,0,0,0,트리암불로
311,47,430.46027,1035.6681,-1333.8362,0,0,0,트리암불로
312,47,657.1856,1035.6581,-1291.0573,0,0,0,트리암불로
313,47,723.0592,1035.6564,-1118.161,0,0,0,트리암불로
314,47,740.4951,1035.6564,-1012.528,0,0,0,트리암불로
315,47,699.7334,1035.6564,-837.3079,0,0,0,트리암불로
316,47,509.20193,1035.6681,-880.3176,0,0,0,트리암불로
317,5,-973.86334,989.2518,-2347.6135,0,0,0,몽당 나무
318,5,-821.4105,989.2518,-2455.5615,0,0,0,몽당 나무
319,5,-512.27435,991.1757,-2372.1711,0,0,0,몽당 나무
320,5,-946.1378,989.2518,-2141.5068,0,0,0,몽당 나무
321,5,-800.4233,989.2518,-2045.6123,0,0,0,몽당 나무
322,5,-659.1449,990.96515,-2470.0322,0,0,0,몽당 나무
323,5,-429.90762,989.2518,-2170.4019,0,0,0,몽당 나무
324,5,-362.2725,989.2518,-2323.6086,0,0,0,몽당 나무
325,5,-1128.476,989.2518,-2165.8774,0,0,0,몽당 나무
326,5,-1364.3009,989.2518,-2181.9402,0,0,0,몽당 나무
327,5,-608.58624,989.2518,-2110.4414,0,0,0,몽당 나무
328,5,1283.4263,1056.9204,-2190.4966,0,0,0,몽당 나무
