ClassID,UnlockArgNum,MaxLevel,Price1,Time1,Price2,Time2,Price3,Time3,Price4,Time4,Price5,Time5,Price6,Time6,Price7,Time7,Price8,Time8,Price9,Time9,Price10,Time10,ClassName,UnlockScr,UnlockArgStr,UnlockDesc,ScrCalcPrice
1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair35,UNLOCK_ABIL_JOB_LEVEL,Char5_5,커세어 클래스 16레벨 달성,ABIL_REINFORCE_PRICE
101,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair11,UNLOCK_ABIL_SKILL,Corsair_Keelhauling,후크 스팅 1레벨 이상,ABIL_REINFORCE_PRICE
201,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair12,UNLOCK_ABIL_SKILL,Corsair_DustDevil,더스트 데블 1레벨 이상,ABIL_REINFORCE_PRICE
301,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair13,UNLOCK_ABIL_SKILL,Corsair_HexenDropper,헥슨 드롭퍼 1레벨 이상,ABIL_REINFORCE_PRICE
401,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair19,UNLOCK_ABIL_SKILL,Corsair_ImpaleDagger,임페일 소드 1레벨 이상,ABIL_REINFORCE_PRICE
501,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair33,UNLOCK_ABIL_SKILL,Corsair_HookSwing,후크 스윙 1레벨 이상,ABIL_REINFORCE_PRICE
601,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair36,UNLOCK_ABIL_SKILL,Corsair_IronHook,아이언 후크 1레벨 이상,ABIL_REINFORCE_PRICE
1001,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair21,UNLOCK_ABIL_JOB_LEVEL,Char5_5,커세어 클래스 45레벨 달성,HIDDENABIL_PRICE_COND_JOBLEVEL
1101,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair22,UNLOCK_ABIL_OTHERABILITY,Corsair11,[후크 스팅: 강화] 특성 65 레벨 달성,HIDDENABIL_PRICE_COND_REINFORCE
1102,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair23,UNLOCK_ABIL_OTHERABILITY,Corsair12,[더스트 데블: 강화] 특성 65 레벨 달성,HIDDENABIL_PRICE_COND_REINFORCE
1103,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair24,UNLOCK_ABIL_OTHERABILITY,Corsair13,[헥슨 드롭퍼: 강화] 특성 65 레벨 달성,HIDDENABIL_PRICE_COND_REINFORCE
1104,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair26,UNLOCK_ABIL_OTHERABILITY,Corsair19,[임페일 소드: 강화] 특성 65 레벨 달성,HIDDENABIL_PRICE_COND_REINFORCE
1105,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair34,UNLOCK_ABIL_OTHERABILITY,Corsair33,[후크 스윙: 강화] 특성 65 레벨 달성,HIDDENABIL_PRICE_COND_REINFORCE
1108,65,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corsair37,UNLOCK_ABIL_OTHERABILITY,Corsair36,[아이언 후크: 강화] 특성 65 레벨 달성,HIDDENABIL_PRICE_COND_REINFORCE
